id,female,city,age,logins,mandalorian,unsubscribe
3699,no,yes,32,5,yes,stay
3700,yes,yes,52,7,yes,unsubscribe
3701,yes,yes,32,2,yes,stay
3702,yes,yes,47,0,yes,stay
3703,no,yes,49,10,no,stay
3704,yes,yes,50,10,no,stay
3705,yes,yes,47,5,yes,stay
3706,no,yes,41,3,yes,stay
3707,yes,yes,48,5,yes,stay
3708,no,yes,36,10,no,unsubscribe
3709,yes,yes,44,5,yes,stay
3710,no,yes,47,8,no,unsubscribe
3711,yes,yes,38,3,yes,stay
3712,yes,yes,55,10,no,stay
3713,no,yes,48,5,yes,stay
3714,no,yes,35,9,no,stay
3715,yes,yes,49,0,yes,stay
3716,yes,yes,52,9,no,stay
3717,yes,no,49,8,no,unsubscribe
3718,yes,yes,47,5,yes,unsubscribe
3719,no,no,47,0,yes,unsubscribe
3720,no,yes,39,0,yes,stay
3721,no,no,52,0,yes,stay
3722,yes,yes,41,7,yes,stay
3723,no,yes,48,5,yes,stay
3724,no,yes,41,0,yes,unsubscribe
3725,no,yes,37,10,no,stay
3726,yes,yes,31,5,yes,stay
3727,yes,yes,53,5,yes,stay
3728,no,yes,41,3,yes,stay
3729,yes,yes,49,9,no,stay
3730,no,yes,41,8,no,stay
3731,no,no,36,0,yes,stay
3732,yes,yes,38,0,yes,unsubscribe
3733,no,yes,42,2,yes,unsubscribe
3734,yes,yes,39,5,yes,stay
3735,no,yes,49,0,yes,unsubscribe
3736,yes,yes,42,3,yes,unsubscribe
3737,no,yes,36,5,yes,stay
3738,yes,yes,32,0,yes,stay
3739,no,yes,44,5,yes,stay
3740,yes,yes,42,10,no,stay
3741,yes,yes,45,9,no,stay
3742,no,yes,50,4,yes,unsubscribe
3743,yes,yes,47,0,yes,unsubscribe
3744,yes,yes,41,10,no,stay
3745,yes,yes,41,3,yes,stay
3746,no,yes,53,10,no,stay
3747,no,yes,55,9,no,stay
3748,no,yes,42,9,no,stay
3749,no,yes,41,0,yes,unsubscribe
3750,no,yes,44,9,no,stay
3751,no,yes,38,0,yes,stay
3752,yes,no,44,0,yes,stay
3753,yes,yes,52,10,no,stay
3754,no,yes,50,10,no,unsubscribe
3755,yes,yes,47,10,no,stay
3756,no,yes,46,0,yes,stay
3757,no,yes,36,7,yes,unsubscribe
3758,yes,yes,42,8,no,stay
3759,no,yes,40,7,yes,stay
3760,yes,yes,48,7,yes,unsubscribe
3761,yes,yes,33,0,yes,stay
3762,no,yes,45,5,yes,stay
3763,no,yes,35,0,yes,stay
3764,no,yes,51,10,no,stay
3765,yes,yes,43,5,yes,stay
3766,no,yes,29,5,yes,unsubscribe
3767,no,yes,49,0,yes,unsubscribe
3768,yes,yes,51,0,yes,stay
3769,yes,no,48,0,yes,stay
3770,yes,yes,45,5,yes,unsubscribe
3771,no,yes,45,0,yes,stay
3772,no,yes,55,3,yes,unsubscribe
3773,yes,yes,54,10,no,stay
3774,yes,yes,58,2,yes,stay
3775,no,no,58,0,yes,stay
3776,yes,yes,51,5,yes,unsubscribe
3777,no,yes,53,0,yes,stay
3778,no,yes,40,0,yes,stay
3779,no,no,38,0,yes,stay
3780,no,yes,48,0,yes,unsubscribe
3781,yes,yes,51,10,no,unsubscribe
3782,no,yes,44,0,yes,unsubscribe
3783,yes,yes,42,3,yes,unsubscribe
3784,yes,yes,49,7,yes,unsubscribe
3785,yes,yes,40,0,yes,unsubscribe
3786,no,yes,43,3,yes,unsubscribe
3787,no,yes,37,5,yes,unsubscribe
3788,yes,yes,56,5,yes,unsubscribe
3789,no,yes,45,7,yes,stay
3790,no,yes,45,5,yes,unsubscribe
3791,no,yes,45,10,no,stay
3792,no,yes,38,5,yes,stay
3793,no,yes,50,5,yes,unsubscribe
3794,yes,yes,37,10,no,stay
3795,yes,yes,46,10,no,stay
3796,no,yes,40,9,no,unsubscribe
3797,yes,yes,47,0,yes,unsubscribe
3798,yes,yes,61,7,yes,unsubscribe
3799,no,yes,41,2,yes,stay
3800,yes,yes,53,10,no,stay
3801,yes,yes,40,0,yes,stay
3802,no,yes,39,0,yes,stay
3803,no,yes,40,10,no,stay
3804,no,yes,44,7,yes,unsubscribe
3805,no,no,33,5,no,stay
3806,no,yes,39,3,yes,stay
3807,no,no,38,0,yes,unsubscribe
3808,yes,no,42,9,no,stay
3809,no,yes,31,5,yes,stay
3810,yes,yes,41,3,yes,unsubscribe
3811,no,yes,48,5,yes,stay
3812,no,no,46,8,no,unsubscribe
3813,yes,yes,47,5,yes,stay
3814,no,yes,43,10,no,stay
3815,yes,yes,51,3,yes,stay
3816,no,yes,41,7,yes,unsubscribe
3817,yes,yes,44,0,yes,stay
3818,no,yes,41,5,yes,stay
3819,no,yes,44,9,no,stay
3820,no,no,39,8,no,stay
3821,no,yes,47,0,yes,stay
3822,yes,yes,56,4,yes,stay
3823,yes,no,41,0,yes,stay
3824,no,yes,41,0,yes,unsubscribe
3825,yes,yes,43,3,yes,unsubscribe
3826,yes,yes,42,0,yes,unsubscribe
3827,yes,yes,44,7,yes,unsubscribe
3828,no,yes,33,0,yes,unsubscribe
3829,no,yes,38,7,no,stay
3830,no,yes,58,9,no,stay
3831,no,yes,47,10,no,stay
3832,yes,yes,53,7,yes,stay
3833,no,yes,38,7,yes,stay
3834,yes,yes,42,3,yes,stay
3835,yes,yes,44,3,yes,unsubscribe
3836,no,no,38,8,no,stay
3837,yes,no,40,0,yes,unsubscribe
3838,no,yes,42,4,yes,stay
3839,no,yes,37,8,yes,stay
3840,no,yes,45,7,yes,stay
3841,no,no,38,8,no,stay
3842,no,yes,39,3,yes,stay
3843,no,yes,47,0,yes,stay
3844,yes,yes,47,0,yes,unsubscribe
3845,yes,yes,39,2,yes,unsubscribe
3846,yes,yes,49,10,no,stay
3847,no,yes,45,8,no,stay
3848,yes,yes,46,0,yes,unsubscribe
3849,no,yes,37,10,no,stay
3850,yes,yes,43,3,yes,unsubscribe
3851,yes,yes,48,5,yes,stay
3852,no,yes,54,0,yes,stay
3853,yes,yes,50,3,yes,stay
3854,no,yes,58,10,no,stay
3855,no,yes,31,2,yes,stay
3856,no,yes,47,0,yes,stay
3857,yes,yes,53,4,yes,stay
3858,yes,yes,57,10,no,stay
3859,yes,yes,48,3,yes,stay
3860,no,yes,39,9,no,stay
3861,no,yes,51,5,yes,stay
3862,yes,no,53,0,yes,unsubscribe
3863,yes,yes,38,7,yes,unsubscribe
3864,no,no,55,0,yes,stay
3865,yes,yes,43,5,yes,stay
3866,no,yes,47,0,yes,unsubscribe
3867,yes,yes,62,5,yes,stay
3868,yes,no,38,2,yes,stay
3869,yes,yes,49,8,no,stay
3870,yes,yes,50,10,no,stay
3871,no,yes,34,5,yes,stay
3872,no,yes,44,10,no,unsubscribe
3873,no,yes,48,10,no,stay
3874,yes,yes,46,5,yes,stay
3875,yes,yes,46,0,yes,stay
3876,no,yes,42,0,yes,unsubscribe
3877,no,yes,38,2,yes,stay
3878,yes,yes,49,0,yes,stay
3879,yes,yes,43,5,yes,stay
3880,yes,yes,43,5,yes,stay
3881,no,yes,61,4,yes,stay
3882,no,yes,56,10,no,stay
3883,no,yes,34,7,yes,stay
3884,no,yes,54,0,yes,stay
3885,no,yes,44,9,no,stay
3886,yes,yes,61,3,yes,unsubscribe
3887,yes,yes,46,7,yes,stay
3888,yes,yes,47,10,no,stay
3889,no,yes,50,7,yes,stay
3890,no,no,55,9,no,unsubscribe
3891,no,no,39,0,yes,stay
3892,yes,yes,42,4,yes,stay
3893,yes,no,40,0,yes,unsubscribe
3894,no,no,48,8,no,stay
3895,yes,yes,49,7,yes,stay
3896,yes,yes,35,7,yes,stay
3897,yes,no,50,0,yes,stay
3898,yes,yes,42,3,yes,unsubscribe
3899,yes,yes,40,0,yes,stay
3900,yes,yes,71,8,no,stay
3901,no,yes,45,8,no,stay
3902,no,yes,54,8,no,stay
3903,yes,yes,42,0,yes,stay
3904,yes,no,44,9,no,stay
3905,no,yes,47,3,yes,stay
3906,no,yes,49,10,no,stay
3907,yes,yes,39,9,no,unsubscribe
3908,yes,yes,34,0,yes,unsubscribe
3909,yes,yes,39,10,no,stay
3910,yes,yes,50,0,yes,stay
3911,no,no,39,0,yes,unsubscribe
3912,no,yes,36,10,no,stay
3913,no,yes,49,5,yes,stay
3914,yes,yes,47,0,yes,stay
3915,no,yes,48,3,yes,unsubscribe
3916,no,no,55,0,yes,stay
3917,yes,yes,57,2,yes,unsubscribe
3918,no,yes,53,7,yes,stay
3919,no,yes,54,9,no,stay
3920,no,no,54,9,no,stay
3921,no,yes,39,2,yes,stay
3922,yes,yes,41,4,yes,stay
3923,yes,yes,57,7,yes,stay
3924,no,yes,35,5,yes,unsubscribe
3925,no,no,45,0,yes,unsubscribe
3926,no,yes,41,10,no,stay
3927,yes,yes,51,0,yes,unsubscribe
3928,yes,yes,45,0,yes,stay
3929,no,yes,46,9,no,stay
3930,no,yes,49,0,yes,unsubscribe
3931,yes,no,46,0,yes,stay
3932,yes,yes,44,8,no,stay
3933,no,yes,23,2,yes,stay
3934,no,no,45,5,no,stay
3935,no,yes,48,3,yes,stay
3936,no,yes,55,7,yes,unsubscribe
3937,yes,yes,36,5,yes,unsubscribe
3938,yes,yes,38,10,no,stay
3939,no,yes,36,5,yes,stay
3940,yes,yes,46,0,yes,stay
3941,yes,yes,47,7,yes,unsubscribe
3942,no,yes,45,9,no,stay
3943,yes,yes,56,10,no,stay
3944,no,yes,59,3,yes,stay
3945,yes,yes,30,0,yes,stay
3946,yes,yes,47,10,no,stay
3947,yes,no,46,8,no,stay
3948,yes,no,46,0,yes,stay
3949,yes,yes,47,0,yes,stay
3950,no,yes,73,8,yes,stay
3951,no,yes,40,10,no,stay
3952,no,yes,41,0,yes,stay
3953,yes,yes,41,7,yes,stay
3954,no,yes,33,3,yes,unsubscribe
3955,yes,yes,40,2,yes,stay
3956,yes,yes,43,3,yes,stay
3957,yes,yes,52,5,yes,stay
3958,yes,yes,47,5,yes,stay
3959,yes,yes,47,8,yes,stay
3960,yes,yes,49,0,yes,stay
3961,yes,yes,40,0,yes,stay
3962,yes,yes,48,2,yes,stay
3963,yes,yes,51,7,yes,unsubscribe
3964,no,yes,42,9,no,stay
3965,no,yes,48,5,yes,unsubscribe
3966,yes,no,48,8,no,stay
3967,no,yes,44,9,no,stay
3968,no,yes,38,7,yes,stay
3969,no,no,47,0,yes,stay
3970,no,no,49,8,no,stay
3971,no,yes,41,4,yes,stay
3972,no,yes,59,3,yes,stay
3973,no,no,38,0,yes,unsubscribe
3974,yes,yes,27,3,yes,stay
3975,yes,yes,33,0,yes,unsubscribe
3976,yes,no,54,8,no,stay
3977,yes,yes,47,5,yes,stay
3978,no,no,58,4,yes,unsubscribe
3979,yes,yes,50,3,yes,stay
3980,yes,no,40,10,no,stay
3981,no,yes,51,5,yes,stay
3982,yes,yes,45,3,yes,unsubscribe
3983,no,yes,52,2,yes,stay
3984,yes,no,56,0,yes,unsubscribe
3985,yes,no,37,8,no,stay
3986,no,yes,46,5,yes,unsubscribe
3987,yes,yes,27,4,yes,stay
3988,yes,yes,38,3,yes,unsubscribe
3989,no,yes,40,9,no,unsubscribe
3990,yes,yes,42,5,yes,stay
3991,yes,yes,18,7,yes,unsubscribe
3992,no,yes,48,3,yes,stay
3993,no,yes,43,2,yes,unsubscribe
3994,no,yes,42,4,yes,unsubscribe
3995,no,yes,49,5,yes,stay
3996,no,yes,36,0,yes,stay
3997,no,yes,47,0,yes,stay
3998,no,yes,54,5,yes,stay
3999,yes,yes,36,8,no,stay
4000,yes,yes,50,0,yes,stay
4001,no,yes,58,10,no,stay
4002,yes,yes,52,0,yes,stay
4003,yes,yes,48,8,no,stay
4004,no,no,43,7,no,stay
4005,yes,yes,46,0,yes,unsubscribe
4006,yes,yes,56,2,yes,stay
4007,yes,yes,47,0,yes,stay
4008,no,yes,45,7,yes,stay
4009,yes,yes,46,5,yes,stay
4010,yes,yes,49,5,yes,stay
4011,yes,yes,49,9,no,unsubscribe
4012,no,yes,35,10,no,stay
4013,no,no,38,0,yes,stay
4014,yes,no,41,0,yes,stay
4015,yes,yes,43,2,yes,stay
4016,no,yes,54,8,no,stay
4017,yes,yes,47,7,yes,stay
4018,yes,yes,36,10,no,stay
4019,no,yes,48,8,yes,stay
4020,yes,no,23,8,no,unsubscribe
4021,no,yes,49,5,yes,stay
4022,no,yes,47,3,yes,unsubscribe
4023,yes,yes,47,5,yes,stay
4024,no,yes,49,0,yes,unsubscribe
4025,yes,yes,53,3,yes,stay
4026,no,yes,45,7,yes,stay
4027,yes,yes,42,8,yes,stay
4028,yes,yes,59,9,no,stay
4029,yes,yes,26,3,yes,unsubscribe
4030,yes,yes,44,7,yes,stay
4031,yes,yes,44,2,yes,unsubscribe
4032,yes,yes,51,3,yes,stay
4033,yes,yes,47,4,yes,stay
4034,yes,yes,50,5,yes,stay
4035,no,yes,33,4,yes,stay
4036,yes,yes,48,8,no,stay
4037,no,yes,32,10,no,stay
4038,no,yes,39,10,no,stay
4039,yes,yes,48,9,no,stay
4040,no,yes,45,2,yes,stay
4041,yes,yes,43,4,yes,stay
4042,no,yes,29,4,yes,stay
4043,yes,yes,38,10,no,stay
4044,yes,yes,56,4,yes,unsubscribe
4045,no,yes,49,4,yes,unsubscribe
4046,no,yes,48,7,yes,stay
4047,yes,yes,42,4,yes,stay
4048,no,yes,41,8,yes,unsubscribe
4049,yes,yes,62,5,yes,unsubscribe
4050,no,yes,44,3,yes,stay
4051,yes,yes,46,2,yes,stay
4052,no,yes,51,9,no,stay
4053,no,yes,50,10,no,stay
4054,yes,yes,47,9,no,unsubscribe
4055,yes,yes,42,10,no,stay
4056,no,no,50,0,yes,unsubscribe
4057,yes,yes,39,3,yes,unsubscribe
4058,yes,yes,50,10,no,stay
4059,no,yes,42,10,no,stay
4060,no,yes,53,5,yes,stay
4061,yes,no,48,3,yes,stay
4062,no,yes,48,10,no,stay
4063,no,yes,43,8,no,stay
4064,no,yes,49,0,yes,unsubscribe
4065,yes,yes,35,10,no,unsubscribe
4066,yes,yes,56,5,yes,stay
4067,yes,yes,45,0,yes,unsubscribe
4068,no,yes,38,3,yes,stay
4069,no,yes,35,5,yes,stay
4070,yes,no,45,7,no,stay
4071,no,yes,37,0,yes,unsubscribe
4072,yes,yes,47,0,yes,stay
4073,no,yes,48,8,yes,stay
4074,yes,yes,41,5,yes,stay
4075,yes,yes,51,0,yes,unsubscribe
4076,no,yes,59,0,yes,stay
4077,yes,yes,46,5,yes,stay
4078,yes,yes,40,10,no,stay
4079,no,no,40,8,no,stay
4080,yes,yes,41,8,yes,stay
4081,yes,no,40,0,yes,stay
4082,no,yes,56,2,yes,stay
4083,no,no,38,8,no,stay
4084,no,yes,49,5,yes,unsubscribe
4085,yes,no,51,0,yes,stay
4086,yes,yes,55,3,yes,unsubscribe
4087,yes,yes,49,3,yes,stay
4088,no,no,37,0,yes,stay
4089,yes,yes,53,0,yes,unsubscribe
4090,yes,yes,39,0,yes,unsubscribe
4091,no,yes,56,0,yes,stay
4092,no,no,42,0,yes,stay
4093,yes,yes,48,0,yes,unsubscribe
4094,no,yes,43,3,yes,unsubscribe
4095,yes,no,45,0,yes,stay
4096,no,yes,42,10,no,stay
4097,yes,yes,41,0,yes,stay
4098,no,yes,52,10,no,stay
4099,no,yes,56,8,yes,unsubscribe
4100,no,yes,37,4,yes,unsubscribe
4101,no,yes,34,3,yes,stay
4102,no,no,55,8,no,stay
4103,no,no,51,3,yes,stay
4104,no,yes,41,10,no,stay
4105,no,yes,49,0,yes,unsubscribe
4106,no,yes,55,8,no,stay
4107,yes,yes,39,10,no,unsubscribe
4108,yes,yes,38,5,yes,unsubscribe
4109,no,yes,54,0,yes,stay
4110,yes,yes,26,10,no,stay
4111,yes,yes,47,10,no,stay
4112,yes,no,52,8,no,stay
4113,no,yes,48,10,no,stay
4114,yes,yes,23,0,yes,unsubscribe
4115,no,yes,42,7,yes,stay
4116,yes,yes,49,0,yes,stay
4117,yes,yes,54,0,yes,unsubscribe
4118,no,yes,57,7,yes,stay
4119,yes,yes,55,10,no,stay
4120,no,yes,35,0,yes,stay
4121,yes,yes,42,7,yes,stay
4122,no,no,43,0,yes,unsubscribe
4123,yes,yes,54,8,no,unsubscribe
4124,yes,yes,47,5,yes,stay
4125,no,yes,51,9,no,stay
4126,no,yes,42,0,yes,stay
4127,yes,yes,42,5,yes,unsubscribe
4128,yes,no,45,9,no,stay
4129,yes,yes,42,0,yes,stay
4130,yes,yes,37,0,yes,unsubscribe
4131,no,yes,42,7,yes,unsubscribe
4132,no,yes,42,5,yes,stay
4133,yes,no,49,3,yes,stay
4134,yes,yes,47,0,yes,stay
4135,no,yes,60,9,no,stay
4136,yes,yes,52,3,yes,stay
4137,no,yes,52,0,yes,stay
4138,yes,yes,45,8,no,stay
4139,yes,yes,51,4,yes,stay
4140,no,yes,36,0,yes,unsubscribe
4141,yes,yes,25,4,yes,stay
4142,no,yes,43,0,yes,stay
4143,no,yes,58,10,no,stay
4144,yes,yes,44,7,yes,unsubscribe
4145,yes,yes,46,3,yes,stay
4146,no,no,47,0,yes,stay
4147,yes,no,48,0,yes,unsubscribe
4148,yes,yes,50,0,yes,unsubscribe
4149,no,yes,52,0,yes,stay
4150,no,yes,46,8,yes,stay
4151,yes,yes,46,3,yes,stay
4152,no,yes,37,9,no,stay
4153,yes,yes,49,7,yes,unsubscribe
4154,yes,yes,41,8,no,stay
4155,yes,yes,51,3,yes,stay
4156,no,yes,40,0,yes,stay
4157,no,yes,50,7,yes,stay
4158,yes,yes,60,9,no,stay
4159,yes,no,50,2,yes,stay
4160,no,yes,51,10,no,stay
4161,no,yes,54,10,no,stay
4162,yes,yes,39,8,yes,stay
4163,no,yes,35,0,yes,stay
4164,yes,yes,47,0,yes,stay
4165,no,yes,46,4,yes,stay
4166,yes,yes,43,10,no,stay
4167,yes,yes,42,3,yes,stay
4168,yes,yes,27,0,yes,unsubscribe
4169,no,yes,51,10,no,stay
4170,yes,yes,46,0,yes,stay
4171,yes,yes,44,10,no,stay
4172,yes,yes,36,0,yes,stay
4173,no,yes,34,8,yes,stay
4174,yes,yes,46,0,yes,stay
4175,yes,yes,63,3,yes,unsubscribe
4176,no,yes,49,10,no,stay
4177,no,yes,38,4,yes,stay
4178,yes,no,46,8,no,stay
4179,yes,yes,42,8,no,stay
4180,yes,yes,43,4,yes,stay
4181,no,yes,40,10,no,stay
4182,no,yes,41,2,yes,stay
4183,no,yes,50,7,yes,stay
4184,yes,yes,35,4,yes,stay
4185,no,yes,39,5,yes,stay
4186,yes,yes,35,10,no,stay
4187,no,yes,58,5,yes,stay
4188,no,yes,43,9,no,stay
4189,yes,yes,40,4,yes,stay
4190,yes,yes,42,2,yes,stay
4191,no,yes,36,9,no,stay
4192,yes,yes,45,4,yes,stay
4193,yes,yes,43,0,yes,stay
4194,no,yes,42,9,no,stay
4195,no,no,44,0,yes,stay
4196,no,yes,50,10,no,stay
4197,yes,yes,53,3,yes,stay
4198,yes,yes,48,3,yes,stay
4199,no,yes,47,10,no,stay
4200,yes,yes,48,3,yes,unsubscribe
4201,yes,yes,53,10,no,unsubscribe
4202,no,yes,57,3,yes,unsubscribe
4203,no,yes,60,8,yes,stay
4204,yes,yes,54,3,yes,stay
4205,no,yes,49,10,no,stay
4206,no,yes,51,9,no,stay
4207,no,yes,39,3,yes,stay
4208,no,yes,35,3,yes,unsubscribe
4209,yes,yes,46,0,yes,unsubscribe
4210,yes,yes,47,3,yes,stay
4211,no,yes,47,10,no,stay
4212,no,yes,40,10,no,stay
4213,no,no,53,0,yes,stay
4214,yes,yes,46,7,yes,stay
4215,no,yes,51,10,no,stay
4216,yes,yes,40,10,no,stay
4217,yes,yes,47,0,yes,stay
4218,no,yes,36,5,yes,stay
4219,yes,yes,44,0,yes,stay
4220,yes,yes,37,5,yes,stay
4221,yes,yes,42,0,yes,unsubscribe
4222,yes,yes,54,5,yes,unsubscribe
4223,no,yes,34,3,yes,unsubscribe
4224,no,yes,43,7,yes,stay
4225,no,no,43,0,yes,stay
4226,no,yes,57,5,yes,unsubscribe
4227,no,yes,41,4,yes,stay
4228,no,yes,29,10,no,stay
4229,no,yes,43,8,yes,unsubscribe
4230,yes,yes,32,2,yes,unsubscribe
4231,no,yes,46,3,yes,stay
4232,yes,no,50,0,yes,unsubscribe
4233,yes,no,45,7,no,stay
4234,yes,no,47,0,yes,stay
4235,yes,yes,40,2,yes,stay
4236,yes,yes,47,8,yes,stay
4237,no,yes,36,10,no,stay
4238,yes,yes,62,0,yes,stay
4239,yes,yes,51,2,yes,stay
4240,yes,yes,54,9,no,stay
4241,no,yes,45,5,yes,unsubscribe
4242,no,yes,56,0,yes,stay
4243,no,yes,46,7,yes,stay
4244,no,yes,40,4,yes,stay
4245,yes,yes,46,0,yes,stay
4246,no,yes,49,3,yes,unsubscribe
4247,no,yes,31,3,yes,stay
4248,no,yes,44,8,no,unsubscribe
4249,yes,no,41,5,no,stay
4250,yes,yes,42,4,yes,stay
4251,no,yes,57,0,yes,stay
4252,yes,no,61,0,yes,stay
4253,yes,yes,33,5,yes,stay
4254,no,yes,53,7,yes,unsubscribe
4255,yes,yes,49,3,yes,stay
4256,no,yes,39,3,yes,stay
4257,no,yes,30,5,yes,unsubscribe
4258,no,yes,48,9,no,stay
4259,no,yes,49,10,no,stay
4260,no,yes,53,9,no,stay
4261,no,yes,39,9,no,stay
4262,no,yes,40,5,yes,unsubscribe
4263,no,yes,55,5,yes,stay
4264,yes,yes,40,8,no,stay
4265,yes,yes,48,10,no,stay
4266,no,yes,39,2,yes,stay
4267,no,no,45,0,yes,stay
4268,no,yes,43,7,yes,stay
4269,no,yes,43,8,yes,unsubscribe
4270,no,yes,43,5,yes,unsubscribe
4271,no,yes,40,5,yes,stay
4272,yes,no,54,0,yes,stay
4273,no,yes,44,3,yes,stay
4274,yes,yes,52,10,no,stay
4275,no,yes,45,0,yes,stay
4276,yes,yes,42,3,yes,unsubscribe
4277,yes,yes,52,4,yes,stay
4278,no,yes,45,5,yes,stay
4279,no,yes,43,10,no,stay
4280,no,yes,36,5,yes,stay
4281,no,yes,46,3,yes,unsubscribe
4282,no,yes,48,0,yes,stay
4283,yes,yes,40,10,no,unsubscribe
4284,no,no,50,0,yes,stay
4285,no,yes,60,9,no,stay
4286,no,yes,41,3,yes,stay
4287,yes,yes,46,9,no,stay
4288,no,yes,45,3,yes,unsubscribe
4289,yes,yes,46,9,no,unsubscribe
4290,yes,yes,28,0,yes,stay
4291,no,yes,40,10,no,stay
4292,yes,yes,56,10,no,stay
4293,yes,no,51,9,no,stay
4294,no,yes,43,9,no,stay
4295,no,no,43,8,no,unsubscribe
4296,no,yes,42,8,yes,stay
4297,yes,yes,40,10,no,stay
4298,no,yes,47,8,no,stay
4299,no,yes,45,0,yes,stay
4300,no,yes,45,7,yes,stay
4301,no,yes,45,8,no,stay
4302,yes,yes,47,0,yes,stay
4303,no,yes,47,3,yes,stay
4304,yes,yes,45,8,yes,stay
4305,yes,yes,45,0,yes,stay
4306,no,yes,46,0,yes,stay
4307,yes,yes,50,10,no,stay
4308,yes,yes,27,10,no,stay
4309,yes,yes,56,4,yes,unsubscribe
4310,no,no,37,10,no,stay
4311,no,yes,49,7,yes,stay
4312,yes,yes,43,4,yes,stay
4313,yes,yes,48,5,yes,unsubscribe
4314,no,no,34,0,yes,unsubscribe
4315,yes,yes,32,4,yes,stay
4316,yes,no,50,8,no,stay
4317,no,yes,55,0,yes,stay
4318,no,yes,48,9,no,stay
4319,yes,yes,37,0,yes,unsubscribe
4320,yes,yes,50,5,yes,stay
4321,yes,yes,45,5,yes,unsubscribe
4322,yes,no,54,0,yes,unsubscribe
4323,no,yes,43,3,yes,stay
4324,yes,yes,38,5,yes,stay
4325,no,yes,45,10,no,stay
4326,yes,no,47,0,yes,stay
4327,no,no,41,10,no,stay
4328,no,yes,40,0,yes,unsubscribe
4329,no,yes,39,7,yes,unsubscribe
4330,yes,no,53,0,yes,stay
4331,yes,yes,47,3,yes,unsubscribe
4332,yes,yes,58,3,yes,stay
4333,yes,yes,39,10,no,unsubscribe
4334,no,yes,38,0,yes,unsubscribe
4335,yes,yes,40,0,yes,unsubscribe
4336,no,yes,50,0,yes,unsubscribe
4337,yes,yes,58,10,no,stay
4338,yes,yes,47,10,no,stay
4339,no,yes,38,3,yes,stay
4340,no,yes,39,10,no,stay
4341,yes,yes,49,3,yes,unsubscribe
4342,no,yes,45,3,yes,stay
4343,no,yes,49,5,yes,stay
4344,yes,yes,53,2,yes,stay
4345,no,no,48,0,yes,stay
4346,no,yes,54,10,no,stay
4347,yes,yes,62,5,yes,stay
4348,no,yes,52,8,yes,stay
4349,no,no,27,8,no,stay
4350,yes,yes,42,2,yes,stay
4351,yes,yes,52,3,yes,stay
4352,no,yes,40,9,no,stay
4353,no,yes,43,2,yes,stay
4354,yes,no,35,0,yes,stay
4355,no,yes,42,5,yes,unsubscribe
4356,no,yes,40,2,yes,unsubscribe
4357,yes,yes,44,10,no,stay
4358,no,yes,50,10,no,stay
4359,yes,yes,55,10,no,stay
4360,yes,yes,54,3,yes,unsubscribe
4361,no,yes,61,9,no,stay
4362,no,yes,36,0,yes,stay
4363,no,yes,37,4,yes,unsubscribe
4364,yes,yes,45,10,no,stay
4365,no,yes,49,5,yes,unsubscribe
4366,yes,yes,40,9,no,stay
4367,yes,yes,43,10,no,stay
4368,yes,yes,46,0,yes,stay
4369,yes,no,43,0,yes,unsubscribe
4370,no,yes,43,4,yes,stay
4371,yes,yes,41,10,no,stay
4372,yes,yes,37,7,yes,stay
4373,yes,yes,48,8,no,unsubscribe
4374,yes,yes,43,0,yes,stay
4375,no,no,46,0,yes,stay
4376,yes,yes,48,10,no,stay
4377,yes,yes,40,5,yes,unsubscribe
4378,no,yes,45,4,yes,stay
4379,yes,no,48,5,yes,stay
4380,yes,yes,57,10,no,stay
4381,no,yes,44,5,yes,stay
4382,no,yes,48,9,no,stay
4383,no,yes,35,10,no,stay
4384,no,yes,52,0,yes,stay
4385,no,yes,52,5,yes,unsubscribe
4386,yes,yes,52,5,yes,unsubscribe
4387,no,yes,46,3,yes,stay
4388,yes,yes,39,0,yes,stay
4389,no,yes,45,10,no,stay
4390,yes,yes,40,3,yes,unsubscribe
4391,no,yes,41,10,no,stay
4392,no,yes,35,10,no,stay
4393,yes,no,51,0,yes,unsubscribe
4394,no,yes,36,10,no,unsubscribe
4395,no,yes,43,5,yes,stay
4396,yes,yes,44,7,yes,stay
4397,no,yes,46,10,no,stay
4398,no,yes,51,5,yes,stay
4399,yes,yes,40,0,yes,stay
4400,no,yes,54,3,yes,stay
4401,no,yes,43,7,yes,stay
4402,no,yes,23,4,yes,stay
4403,no,yes,47,4,yes,unsubscribe
4404,yes,yes,32,7,yes,stay
4405,yes,yes,36,4,yes,stay
4406,no,yes,30,5,yes,stay
4407,yes,yes,51,5,yes,stay
4408,yes,yes,37,5,yes,stay
4409,yes,yes,40,2,yes,unsubscribe
4410,yes,yes,46,4,yes,stay
4411,no,no,59,0,yes,stay
4412,yes,yes,54,9,no,stay
4413,no,yes,53,10,no,stay
4414,no,yes,51,0,yes,stay
4415,yes,yes,51,0,yes,stay
4416,yes,yes,59,9,no,stay
4417,yes,yes,39,4,yes,stay
4418,yes,yes,38,4,yes,stay
4419,yes,yes,41,0,yes,unsubscribe
4420,yes,yes,35,7,yes,stay
4421,yes,yes,47,5,yes,stay
4422,no,yes,49,5,yes,stay
4423,no,no,41,8,no,stay
4424,yes,no,49,8,no,stay
4425,yes,yes,33,5,yes,stay
4426,no,yes,45,10,no,stay
4427,yes,no,59,0,yes,unsubscribe
4428,yes,yes,44,8,yes,stay
4429,no,yes,43,9,no,stay
4430,yes,yes,63,0,yes,stay
